district,period,branch_network__branch_rural,branch_network__branch_semi_urban,branch_network__branch_urban,branch_network__total_branch,credit_deposit_ratio__advances_rural,credit_deposit_ratio__advances_semi_urban,credit_deposit_ratio__advances_urban,credit_deposit_ratio__cd_ratio,credit_deposit_ratio__deposits_rural,credit_deposit_ratio__deposits_semi_urban,credit_deposit_ratio__deposits_urban,credit_deposit_ratio__total_advance,credit_deposit_ratio__total_branch,credit_deposit_ratio__total_deposit,non_priority_sector__agricuture,non_priority_sector__col_10,non_priority_sector__col_11,non_priority_sector__col_12,non_priority_sector__col_13,non_priority_sector__col_14,non_priority_sector__col_15,non_priority_sector__col_16,non_priority_sector__col_17,non_priority_sector__col_18,non_priority_sector__col_19,non_priority_sector__col_2,non_priority_sector__col_3,non_priority_sector__col_4,non_priority_sector__col_5,non_priority_sector__col_6,non_priority_sector__col_7,non_priority_sector__col_8,non_priority_sector__col_9,non_priority_sector__education,non_priority_sector__housing,non_priority_sector__others,non_priority_sector__personal_loan_under_nps,non_priority_sector__total_non_priority,priority_sector__agri_infra,priority_sector__agri_term,priority_sector__ancillary_activities,priority_sector__col_10,priority_sector__col_11,priority_sector__col_12,priority_sector__col_13,priority_sector__col_14,priority_sector__col_15,priority_sector__col_16,priority_sector__col_17,priority_sector__col_18,priority_sector__col_19,priority_sector__col_2,priority_sector__col_21,priority_sector__col_22,priority_sector__col_3,priority_sector__col_4,priority_sector__col_5,priority_sector__col_6,priority_sector__col_7,priority_sector__col_8,priority_sector__col_9,priority_sector__crop,priority_sector__education,priority_sector__export_credit,priority_sector__housing,priority_sector__msme,priority_sector__others,priority_sector__renewable_energy,priority_sector__social_infrastructure,priority_sector__sub_total,priority_sector__total_agriculture,priority_sector__total_priority_secotr
Siddipet,September 2023,69.0,49.0,30.0,148.0,2855.28,2466.66,2211.87,152.64,1573.59,1572.94,1789.14,7533.81,148.0,4935.67,27.81,145.11,955.83,111.04,125.47,61088.0,343.6,355.47,2472.9,610.83,180.18,257693.0,30.21,108.6,265.78,7.53,16.96,244.0,118.45,44.41,81.63,96.66,88.5,339.01,142.74,740.54,538.66,7.81,484.57,0.0,0.0,6.0,0.12,3.96,252.95,77.37,0.0,38.0,2285.5,40.95,0.0,0.0,496.46,15.27,111.5,2038.0,26.43,3088.94,13.69,0.0,338.32,661.86,0.0,3.03,53.35,3829.48,4510.88,5581.13
Suryapet,September 2023,64.0,54.0,40.0,158.0,3077.87,4192.56,3877.23,255.18,1128.61,1658.47,1581.52,11147.66,158.0,4368.6,37.71,183.16,1346.19,160.91,152.12,79340.0,497.45,387.42,3533.99,814.29,215.65,414915.0,6.79,18.01,470.54,10.78,35.74,596.0,138.36,30.16,75.54,128.4,105.78,377.59,226.64,362.6,774.69,16.0,657.32,0.0,0.0,1.0,0.0,0.0,145.46,28.81,0.0,158.0,3532.94,74.29,0.0,0.0,1062.83,9.32,25.89,1979.0,28.8,2614.67,36.0,0.0,180.03,457.47,0.0,67.79,35.65,2977.27,3978.6,4755.54
Vikarabad,September 2023,58.0,42.0,4.0,104.0,1989.82,2689.98,145.76,165.19,1084.51,1781.48,55.31,4825.56,104.0,2921.3,148.21,16.27,253.8,112.29,80.26,97849.0,243.79,49.08,1402.5,386.55,36.94,253808.0,0.28,0.19,230.11,2.23,2.48,62.0,27.96,89.82,171.82,496.74,139.91,1046.5,76.84,683.54,487.24,0.82,158.1,0.0,0.0,8.0,0.1,0.11,61.67,25.27,0.0,47.0,1430.15,22.48,0.0,0.0,262.74,3.08,1.95,649.0,8.1,2582.24,158.03,0.0,991.18,1200.55,0.0,90.61,91.29,3265.78,3829.86,6361.52
Wanaparthy,September 2023,24.0,35.0,1.0,60.0,1064.11,2326.31,26.72,190.8,383.56,1398.8,8.55,3417.14,60.0,1790.91,13.34,105.07,379.24,47.74,107.94,25679.0,154.75,275.01,1038.6,236.71,143.98,156054.0,1.15,8.62,151.09,1.57,7.63,104.0,31.5,20.59,29.98,56.27,44.23,164.41,94.04,536.09,324.2,19.78,166.46,0.0,0.0,0.0,0.0,0.0,53.22,14.74,0.0,8.0,989.46,28.19,0.0,0.0,261.72,5.72,56.02,994.0,7.24,2307.13,10.21,0.0,36.6,185.26,0.0,6.42,10.61,2843.22,3261.46,3510.56
Warangal,September 2023,42.0,21.0,69.0,132.0,1989.75,1707.07,6040.89,96.35,671.02,627.3,8808.79,9737.71,132.0,10107.11,12.39,860.38,1338.17,182.58,435.03,82472.0,667.4,1519.58,4215.76,1041.26,822.81,213373.0,17.86,144.2,191.25,14.68,149.5,435.0,158.74,9.82,18.45,43.92,41.97,126.55,108.21,632.46,56.93,36.31,307.16,5.0,84.89,7.0,0.82,132.26,120.06,26.3,0.0,53.0,2422.46,91.64,0.0,0.0,1485.12,10.95,93.43,2082.0,15.77,1578.36,11.72,0.0,43.43,205.76,0.0,0.62,5.89,2210.82,2375.96,2643.38
Yadadri Bhuvanagiri,September 2023,58.0,48.0,2.0,108.0,2322.4,3432.06,116.99,165.3,1162.66,2369.31,19.92,5871.45,108.0,3551.89,18.37,248.96,553.45,89.83,164.74,50001.0,317.15,437.93,1809.63,492.35,246.19,211601.0,6.94,37.78,207.58,4.54,18.17,211.0,73.89,24.99,29.68,72.42,54.53,199.99,176.33,307.1,563.88,15.54,234.76,4.45,21.09,0.0,0.0,0.0,113.3,10.51,0.0,82.0,1740.21,49.61,0.0,0.0,397.27,3.96,15.48,538.0,18.02,1929.44,25.58,0.0,115.93,353.54,0.0,15.05,21.1,2236.54,2976.75,3507.95
Adilabad,December 2023,53.0,17.0,36.0,106.0,2328.11,1241.02,6817.88,244.36,1671.33,517.16,2062.2,10387.01,106.0,4250.69,54.05,535.03,1874.64,652.4,400.12,92332.0,1449.37,768.53,5291.43,2614.93,483.74,120472.0,7.38,13.65,135.05,21.1,47.64,231.0,484.68,44.29,90.59,188.59,163.05,540.57,199.32,209.56,486.61,37.91,374.34,0.0,0.0,112.0,0.0,0.0,125.97,62.67,0.0,10.0,3223.28,76.42,0.0,0.0,1396.22,8.49,17.69,605.0,34.57,2354.07,48.0,0.0,91.19,800.1,0.0,8.77,20.33,2563.63,3249.56,4217.95
Bhadradri Kothagudem,December 2023,67.0,108.0,0.0,175.0,1966.08,6591.25,226.58,112.64,1115.56,6681.17,1.68,8783.91,175.0,7798.41,10.43,1203.6,842.69,542.91,2338.1,104546.0,1050.52,5257.86,4669.67,1763.35,2392.3,281476.0,6.78,65.0,373.5,12.09,160.6,219.0,151.05,7.53,12.55,19.98,23.22,73.71,132.67,736.99,728.9,2.29,194.18,0.07,0.26,201.0,1.07,4.55,104.0,90.51,0.0,9.0,2412.59,43.66,0.0,0.0,607.59,7.45,3.67,1234.0,12.26,2710.98,202.8,0.0,536.22,426.55,0.0,23.51,26.69,3447.97,4309.54,5525.31
Hanumakonda,December 2023,36.0,20.0,107.0,163.0,1599.36,1587.53,14094.11,133.36,843.64,636.61,11478.05,17281.0,163.0,12958.3,31.34,777.1,3835.17,664.74,663.15,173247.0,2214.8,1672.68,9975.11,3850.55,1007.9,201515.0,379.61,1211.0,222.29,42.77,90.14,942.0,548.63,47.45,70.6,132.41,100.24,382.04,113.5,400.4,551.65,8.65,720.53,0.35,0.36,38.0,1.71,103.64,99.28,64.79,0.0,112.0,4227.56,95.12,0.0,0.0,2515.43,31.26,41.33,3875.0,34.89,1432.73,75.63,0.0,403.2,1369.6,0.0,1.65,96.2,1833.13,2498.28,4444.56
Hyderabad,December 2023,3.0,3.0,1108.0,1114.0,155.07,2079.39,505619.5,129.53,7.32,237.16,391831.9,507853.9,1114.0,392076.4,0.0,264.69,52671.16,9353.29,120.77,2658537.0,204859.41,1511.26,419950.75,228235.43,862.47,187687.0,3222.15,0.0,640.83,551.46,42.73,7962.0,10249.12,1290.6,3872.12,13555.5,7744.91,26463.2,0.0,0.0,0.0,35.85,9103.14,140.56,33.63,27.0,46.29,175.94,632.89,465.06,80.41,684.0,60283.23,204.73,256.87,65.9,63065.75,108.16,8.98,13003.0,1023.76,0.0,1203.87,390.01,2855.68,23972.55,578.38,26.31,418.02,0.0,0.0,29444.82
Jagitial,December 2023,66.0,37.0,25.0,128.0,2722.26,2295.1,2103.46,126.72,1702.19,2175.54,1741.69,7120.82,128.0,5619.42,19.87,361.43,640.29,353.65,447.94,88306.0,1321.4,2507.88,2420.42,1820.45,913.65,227698.0,5.68,28.59,308.83,18.28,129.3,298.0,121.44,14.14,33.6,52.69,78.95,199.25,139.77,606.43,834.75,37.93,359.83,0.2,0.86,391.0,18.5,247.66,106.27,61.65,0.0,71.0,2892.11,58.45,0.0,0.0,517.45,15.1,44.32,1276.0,37.04,2117.96,34.07,0.0,97.65,1086.7,0.0,7.47,23.14,2724.39,3698.91,4947.94
Jangoan,December 2023,31.0,31.0,1.0,63.0,1844.0,2602.32,4.44,234.11,699.22,1197.99,3.96,4450.76,63.0,1901.17,6.01,842.4,435.61,149.2,806.92,27221.0,228.59,1154.49,1379.47,476.14,794.36,166524.0,5.25,87.35,151.93,4.48,87.5,110.0,88.62,5.12,10.52,19.8,18.49,59.94,116.33,531.7,410.75,24.13,174.18,0.2,2.58,0.0,0.0,0.0,47.68,37.76,0.0,22.0,1783.37,58.61,0.0,0.0,212.2,12.15,51.95,1306.0,15.04,1592.6,23.39,0.0,62.32,297.09,0.0,0.97,7.76,2124.3,2651.38,3042.91
Jayashankar Bhupalapally,December 2023,24.0,22.0,0.0,46.0,1052.51,1084.95,5.5,130.75,517.43,1121.5,0.0,2142.96,46.0,1638.93,20.15,84.83,,95.09,146.18,,163.79,194.06,,300.66,122.43,,0.67,3.33,,2.48,8.15,,38.63,30.44,45.54,84.4,65.05,245.58,80.07,500.57,19.74,8.36,,0.0,0.0,,1.19,154.55,,15.99,0.0,,834.72,47.81,0.0,0.0,,11.16,77.61,,2.35,1010.25,14.38,0.0,28.11,84.04,0.0,0.77,8.04,1510.82,1610.63,1745.97
Jogulamba Gadwal,December 2023,22.0,37.0,0.0,59.0,1415.88,2282.01,41.7,211.2,409.05,1361.55,0.0,3739.59,59.0,1770.6,52.8,59.87,329.22,102.82,75.24,24854.0,221.88,139.15,1153.28,390.28,75.52,154410.0,4.02,7.61,148.45,2.87,4.11,64.0,58.69,69.89,98.03,159.45,136.65,516.82,96.0,429.98,356.81,7.41,101.89,0.0,0.0,0.0,0.0,0.0,11.14,11.48,0.0,6.0,1787.17,42.98,0.0,0.0,268.76,5.28,35.89,535.0,8.34,2647.79,14.71,0.0,112.6,474.49,0.0,7.19,19.03,3077.77,3530.58,4158.6
Kamareddy,December 2023,74.0,61.0,1.0,136.0,2677.29,4027.19,94.44,176.98,1291.81,2542.79,6.94,6798.92,136.0,3841.54,44.42,144.06,724.06,254.19,203.11,38670.0,330.27,212.36,2055.18,729.34,152.43,283673.0,7.45,16.77,296.5,6.7,10.69,161.0,130.73,62.65,90.75,155.52,125.15,478.49,105.38,646.44,388.86,20.69,344.28,0.0,0.0,1.0,0.0,0.0,79.07,31.07,0.0,82.0,2556.83,50.22,0.0,0.0,477.75,5.93,17.71,753.0,28.16,3165.63,33.49,0.0,136.12,593.4,0.0,3.39,18.27,3812.07,4306.31,5090.98
Karimnagar,December 2023,91.0,40.0,86.0,217.0,4046.44,2359.72,8516.76,119.82,3613.96,2145.65,6695.09,14922.92,217.0,12454.7,207.63,82.97,2037.72,682.78,101.21,155770.0,1323.19,137.81,6505.17,2489.84,95.95,238556.0,55.14,26.56,223.58,41.19,14.43,790.0,387.54,285.5,467.06,960.13,674.65,2594.97,94.98,517.39,664.51,128.0,774.68,3.1,17.69,551.0,11.54,119.09,272.67,156.61,0.0,46.0,5490.24,112.38,0.0,0.0,2316.87,14.17,35.0,1640.0,225.18,2301.55,40.49,0.0,175.94,1063.45,0.0,9.69,17.52,2818.94,3578.43,4885.52
Khammam,December 2023,97.0,63.0,90.0,250.0,4500.3,3815.65,10734.56,189.04,2083.35,1945.27,6048.69,19050.51,250.0,10077.31,19.96,1615.3,3781.36,487.82,958.77,145309.0,1551.72,2294.09,8634.05,2648.1,1362.1,548812.0,24.62,123.4,726.84,65.28,273.9,1333.0,518.66,23.83,32.11,67.64,50.88,194.42,177.76,699.51,797.1,8.39,843.93,3.49,11.09,334.0,11.6,63.11,202.46,147.12,0.0,65.0,6134.98,98.35,0.0,0.0,1908.86,28.67,12.12,3169.0,38.97,3292.28,236.62,0.0,464.38,520.65,0.0,18.38,31.47,3991.79,4966.65,6238.15
Kumuram Bheem Asifabad,December 2023,41.0,14.0,1.0,56.0,1300.67,449.02,62.46,94.85,1227.39,667.54,15.65,1812.15,56.0,1910.58,13.23,46.8,98.0,63.28,158.92,8929.0,86.2,163.66,450.89,169.1,111.05,46079.0,5.99,45.28,51.51,0.55,2.96,11.0,13.08,18.6,27.95,52.67,39.82,152.27,133.4,224.57,246.96,2.24,38.26,0.0,0.0,51.0,0.0,0.0,33.48,15.79,0.0,15.0,932.99,37.07,0.0,0.0,144.05,0.48,1.36,118.0,1.59,1519.37,35.21,0.0,70.85,265.59,0.0,5.92,15.18,1743.94,2124.3,2517.05
Mahabubabad,December 2023,25.0,48.0,1.0,74.0,1394.9,3418.41,58.69,240.51,462.89,1556.56,6.23,4872.0,74.0,2025.68,22.01,196.13,343.86,96.96,146.4,36178.0,281.28,293.15,1145.31,483.94,181.78,249018.0,3.92,17.81,249.42,4.91,15.04,127.0,96.87,32.64,49.39,95.95,66.23,266.22,113.07,429.63,395.91,37.3,140.2,0.0,0.0,5.0,0.28,28.28,65.45,56.51,0.0,27.0,2159.72,73.05,0.0,0.0,285.03,11.11,88.24,1224.0,8.94,1688.76,12.59,0.0,23.97,282.36,0.0,0.99,9.29,2118.39,2627.37,2956.57
Mahabubnagar,December 2023,50.0,26.0,62.0,138.0,2068.74,1741.86,5876.47,170.03,967.96,817.74,3911.69,9687.07,138.0,5697.39,28.68,433.25,1705.41,357.14,412.74,73497.0,752.74,592.66,4471.96,1401.6,406.33,236686.0,16.44,57.32,242.83,18.23,42.01,394.0,257.05,43.39,59.33,127.01,86.53,344.94,84.51,601.63,484.92,28.67,548.0,0.2,0.77,0.0,0.0,0.0,29.91,25.87,0.0,29.0,3012.55,58.57,0.0,0.0,1194.98,13.14,59.81,1358.0,46.31,3162.41,21.97,0.0,161.51,584.61,0.0,15.54,26.08,3764.04,4333.47,5143.18
Mancherial,December 2023,48.0,69.0,8.0,125.0,2203.43,4622.43,417.13,88.07,2527.27,5370.54,325.97,7242.99,125.0,8223.78,31.75,300.95,1183.42,492.76,546.48,69132.0,578.55,499.14,3616.42,1273.47,370.16,99386.0,4.71,14.83,119.6,8.24,19.02,159.0,189.21,43.33,62.87,115.91,90.17,344.03,137.11,247.08,561.31,11.45,418.77,0.1,0.28,34.0,0.0,0.0,112.03,65.56,0.0,38.0,2218.13,51.8,0.0,0.0,639.24,6.99,5.41,997.0,28.73,2158.7,129.26,0.0,250.89,752.91,0.0,9.08,35.58,2405.78,3104.2,4281.92
Medak,December 2023,59.0,46.0,2.0,107.0,2149.95,3062.07,581.43,214.95,999.87,1691.57,3.82,5793.45,107.0,2695.26,26.92,313.32,679.97,145.25,176.49,57272.0,441.43,465.55,1937.64,729.18,270.81,219494.0,3.62,13.45,248.21,7.35,31.63,116.0,131.53,23.24,41.98,94.82,82.3,269.26,126.48,521.97,388.59,6.01,166.39,0.1,0.58,0.0,0.0,0.0,156.29,83.89,0.0,24.0,2217.06,62.86,0.0,0.0,531.14,7.51,98.95,698.0,11.12,1758.32,7.59,0.0,185.09,514.77,0.0,6.96,17.35,2280.29,2795.36,3527.12
Medchal Malkajgiri,December 2023,43.0,107.0,498.0,648.0,2441.25,7953.14,102797.6,99.84,3459.21,7267.4,102641.9,113192.0,648.0,113368.5,550.03,321.99,41462.24,6918.88,269.49,1333844.0,12276.94,363.79,83921.98,26709.59,271.94,171313.0,173.8,31.6,226.32,208.4,18.69,4100.0,7131.57,1114.77,2214.82,3374.72,2567.43,9821.77,175.37,1191.45,305.92,44.22,7029.61,0.27,0.11,5.0,0.07,0.18,272.62,173.28,0.0,197.0,17577.38,205.63,0.0,0.0,16517.6,69.94,22.33,8864.0,463.09,242.36,313.19,0.0,1047.22,4983.41,0.0,38.4,250.65,1433.81,1915.1,8547.97
Mulugu,December 2023,26.0,10.0,1.0,37.0,1104.98,507.33,25.45,159.17,708.53,320.4,0.0,1637.76,37.0,1028.93,6.48,339.67,88.08,32.37,365.35,10794.0,125.62,3086.49,397.07,191.72,555.55,90821.0,0.04,0.62,124.93,0.98,17.92,23.0,32.71,5.47,9.63,4.07,8.86,34.51,50.15,415.78,22.05,9.94,32.33,0.0,0.0,17.0,0.0,0.0,3.1,1.4,0.0,109.0,713.25,48.54,0.0,0.0,58.22,8.28,57.3,830.0,2.8,831.45,14.45,0.0,28.18,98.98,0.0,0.7,7.7,1247.23,1319.43,1469.44
Nagarkurnool,December 2023,48.0,42.0,1.0,91.0,2415.75,3189.78,323.41,225.67,1106.41,1511.31,9.58,5928.94,91.0,2627.3,19.9,246.27,450.26,133.47,239.15,44534.0,427.35,686.18,1623.18,659.78,347.58,279513.0,5.63,28.29,350.76,6.42,38.81,152.0,86.91,16.54,35.29,62.28,55.81,189.82,95.32,804.59,608.73,8.3,158.79,0.0,0.0,0.0,0.0,0.0,18.81,10.94,0.0,17.0,2600.73,46.65,0.0,0.0,368.19,7.14,52.58,769.0,13.95,3456.16,13.58,0.0,168.0,413.85,0.0,9.59,5.02,4260.75,4964.8,5574.84
Nalgonda,December 2023,94.0,45.0,91.0,230.0,5333.82,3085.0,10756.14,213.27,2124.65,1418.9,5447.27,19174.96,230.0,8990.82,56.41,389.83,2373.57,464.23,355.73,151552.0,1610.62,1119.65,6925.01,2523.92,503.11,565876.0,17.7,31.38,736.56,43.22,60.59,875.0,388.15,71.33,99.57,143.85,130.5,501.66,275.38,610.53,1379.86,16.93,761.8,0.39,0.67,0.0,0.0,0.0,48.17,40.05,0.0,109.0,7753.66,91.92,0.0,0.0,2206.8,25.0,42.22,2407.0,45.03,4909.21,59.22,0.0,266.03,821.5,0.0,55.2,57.91,5519.74,7174.98,8434.84
Narayanpet,December 2023,27.0,28.0,0.0,55.0,1276.17,1427.95,34.19,183.98,543.21,945.2,0.0,2738.31,55.0,1488.41,4.81,311.0,134.55,30.81,216.21,13245.0,122.62,680.47,531.43,188.25,347.32,161493.0,0.06,1.25,187.79,3.1,44.67,42.0,31.66,6.94,10.18,18.02,14.25,54.2,76.26,407.37,134.88,23.96,72.82,0.05,0.44,0.0,0.0,0.0,20.13,17.78,0.0,11.0,1253.22,46.94,0.0,0.0,126.92,2.53,52.49,403.0,4.6,1834.09,4.82,0.0,19.2,176.45,0.0,5.33,11.24,2241.46,2452.6,2669.64
Nirmal,December 2023,54.0,32.0,5.0,91.0,2587.15,3300.15,216.01,191.67,1501.8,1604.68,77.79,6103.31,91.0,3184.27,25.7,179.99,567.14,375.65,443.72,34965.0,291.45,265.78,1823.2,784.5,248.04,137460.0,4.19,16.3,174.63,10.11,25.94,158.0,103.1,38.98,57.28,109.66,84.66,316.28,225.73,232.28,521.32,25.45,254.49,0.0,0.0,16.0,0.0,0.0,54.35,31.79,0.0,31.0,2702.22,67.05,0.0,0.0,705.47,3.97,9.69,420.0,21.99,2316.68,40.97,0.0,86.4,564.5,0.0,20.33,21.66,2548.96,3296.01,4029.87
Nizamabad,December 2023,144.0,57.0,81.0,282.0,6086.11,3967.26,7188.09,172.42,2971.29,2212.89,4815.22,17241.46,282.0,9999.4,24.08,773.0,2721.58,759.58,2337.2,137769.0,1138.38,2074.69,6987.28,2384.28,1192.3,443055.0,12.66,52.57,466.78,35.83,112.4,817.0,437.83,31.89,56.64,54.87,32.5,199.98,252.39,980.3,1273.5,40.66,1022.24,5.41,15.18,2.0,0.0,0.0,219.8,125.42,0.0,185.0,6012.43,70.62,0.0,0.0,1909.68,20.29,25.78,2484.0,66.96,4062.25,78.71,0.0,164.69,1646.89,0.0,19.17,35.64,5042.55,6568.44,8513.54
Peddapalli,December 2023,42.0,47.0,28.0,117.0,1850.52,2807.5,1946.69,95.36,1945.33,2103.29,2877.79,6604.71,117.0,6926.41,33.42,271.68,928.47,310.59,364.93,67564.0,555.23,472.54,2847.54,1061.63,327.85,157440.0,19.66,58.83,200.03,15.94,55.31,301.0,160.21,28.82,58.97,117.5,85.11,323.82,49.17,330.46,409.87,27.49,268.99,0.0,0.0,305.0,8.53,45.98,89.74,69.45,0.0,29.0,2367.67,72.64,0.0,0.0,708.22,20.53,134.2,1917.0,21.66,1854.26,15.3,0.0,78.8,484.98,0.0,18.55,17.91,2184.72,2643.76,3259.3
Rajanna Sircilla,December 2023,39.0,29.0,6.0,74.0,1771.32,2032.95,702.89,117.86,1041.55,2062.29,720.47,4507.16,74.0,3824.31,14.73,477.74,628.78,242.31,548.96,47633.0,285.02,569.47,1709.04,664.47,451.44,111535.0,2.21,15.0,181.72,8.33,70.77,188.0,126.6,11.77,26.5,50.05,44.14,147.19,117.65,226.58,387.94,35.62,268.27,0.0,0.0,578.0,15.55,213.31,95.51,40.8,0.0,5.0,1601.56,56.51,0.0,0.0,348.02,8.04,61.7,871.0,10.79,1401.85,13.03,0.0,30.29,640.69,0.0,7.29,8.91,1628.43,2134.02,2834.23
Ranga Reddy,December 2023,150.0,105.0,502.0,757.0,7989.88,6426.69,59767.34,90.67,8990.15,5001.5,67823.3,74183.91,757.0,81814.95,788.59,790.0,23635.24,2948.5,135.05,553210.0,14813.43,481.71,52901.36,23316.62,252.2,376125.0,362.55,45.97,519.58,276.2,10.72,4806.0,4915.94,2575.88,622.27,3075.2,2183.28,9245.22,447.19,1823.49,768.73,37.27,4078.21,0.78,0.92,25.0,0.33,1.17,214.38,148.25,0.0,466.0,12503.59,83.85,0.0,0.0,8230.6,68.17,54.49,8020.0,431.13,2792.6,125.11,0.0,1156.76,7686.35,0.0,28.11,84.38,4616.09,5832.01,14912.72
Sangareddy,December 2023,87.0,120.0,37.0,244.0,4943.31,14413.39,6250.79,142.11,5886.45,6139.88,5993.01,25607.49,244.0,18019.34,85.97,1156.6,10240.17,904.74,258.5,153840.0,3854.09,713.72,16793.98,7166.82,580.32,299556.0,8.73,10.15,342.78,28.31,52.41,621.0,2370.95,54.02,205.0,540.0,349.99,1234.98,122.88,325.86,972.5,7.25,1723.9,3.13,6.88,0.0,0.0,0.0,217.5,126.48,0.0,98.0,4622.17,70.55,0.0,0.0,1930.91,20.44,23.94,2496.0,92.06,2722.81,85.39,0.0,1269.28,1000.58,0.0,6.71,45.52,3048.67,4144.05,6551.53
Siddipet,December 2023,71.0,49.0,31.0,151.0,3119.03,2679.75,2409.17,154.9,1752.82,1736.94,1808.95,8207.95,151.0,5298.71,27.81,273.02,1154.09,172.16,194.53,58481.0,480.22,496.81,2720.63,922.07,271.99,265351.0,32.7,117.6,301.96,14.12,31.79,269.0,222.87,44.41,81.63,96.66,88.5,339.01,142.74,740.54,538.66,11.29,445.97,0.1,0.19,124.0,3.74,123.43,237.78,138.09,0.0,36.0,3383.62,60.63,0.0,0.0,580.35,24.92,182.0,2487.0,38.18,3088.94,13.69,0.0,338.32,661.86,0.0,3.03,53.35,3829.48,4510.88,5581.13
Suryapet,December 2023,63.0,54.0,41.0,158.0,3325.54,4424.81,4114.22,245.78,1308.82,1792.38,1726.13,11864.57,158.0,4827.33,37.71,372.86,1702.58,194.06,183.46,73063.0,783.33,610.07,3869.33,1294.06,342.72,433324.0,8.88,23.55,599.03,26.13,86.64,615.0,281.66,30.16,75.54,128.4,105.78,377.59,226.64,362.6,774.69,26.38,622.75,0.0,0.0,1.0,0.0,0.0,52.03,45.04,0.0,129.0,4894.55,102.92,0.0,0.0,1137.93,15.84,44.0,2011.0,47.49,2614.67,36.0,0.0,180.03,457.47,0.0,67.79,35.65,2977.27,3978.6,4755.54
Vikarabad,December 2023,56.0,46.0,4.0,106.0,2092.43,2957.34,158.23,170.24,1108.11,1893.25,57.93,5208.0,106.0,3059.29,148.21,34.45,335.09,163.72,117.02,93543.0,356.42,71.75,1484.27,583.29,55.74,237803.0,0.31,0.21,292.15,3.64,4.05,67.0,59.2,89.82,171.82,496.74,139.91,1046.5,76.84,683.54,487.24,1.14,140.84,0.0,0.0,6.0,0.1,0.11,51.23,35.6,0.0,40.0,2058.74,32.36,0.0,0.0,303.97,4.19,2.65,650.0,11.3,2582.24,158.03,0.0,991.18,1200.55,0.0,90.61,91.29,3265.78,3829.86,6361.52
Wanaparthy,December 2023,23.0,36.0,1.0,60.0,1146.0,2489.78,29.03,187.99,439.39,1501.51,8.55,3664.81,60.0,1949.45,13.34,212.51,436.7,76.19,172.26,20828.0,217.81,387.08,1146.67,364.18,221.51,164966.0,1.62,12.14,180.1,4.85,23.56,113.0,63.71,20.59,29.98,56.27,44.23,164.41,94.04,536.09,324.2,30.19,149.1,0.0,0.0,0.0,0.0,0.0,31.5,24.21,0.0,5.0,1473.05,41.96,0.0,0.0,270.9,12.75,124.9,1622.0,11.05,2307.13,10.21,0.0,36.6,185.26,0.0,6.42,10.61,2843.22,3261.46,3510.56
Warangal,December 2023,41.0,21.0,69.0,131.0,2080.69,1865.2,6242.67,98.89,700.48,645.27,8956.92,10188.56,131.0,10302.67,12.39,1488.1,1414.07,279.15,665.12,82139.0,990.4,2255.01,4457.39,1592.24,1258.2,212991.0,24.43,197.2,230.77,23.71,241.5,450.0,274.55,9.82,18.45,43.92,41.97,126.55,108.21,632.46,56.93,54.27,298.12,7.5,127.3,9.0,2.22,358.06,79.32,44.44,0.0,43.0,3381.46,127.92,0.0,0.0,1532.65,17.51,149.4,2264.0,23.57,1578.36,11.72,0.0,43.43,205.76,0.0,0.62,5.89,2210.82,2375.96,2643.38
Yadadri Bhuvanagiri,December 2023,55.0,52.0,3.0,110.0,2487.09,3543.3,165.54,149.29,1705.09,2382.11,63.14,6195.93,110.0,4150.34,18.37,480.15,716.04,132.48,242.95,46337.0,403.15,556.68,1992.46,696.59,348.31,222873.0,7.81,42.51,259.77,10.64,42.58,235.0,142.51,24.99,29.68,72.42,54.53,199.99,176.33,307.1,563.88,23.07,231.85,4.45,21.09,0.0,0.0,0.0,22.38,16.04,0.0,106.0,2548.28,72.64,0.0,0.0,509.84,7.12,27.83,669.0,26.75,1929.44,25.58,0.0,115.93,353.54,0.0,15.05,21.1,2236.54,2976.75,3507.95
Adilabad,March 2024,54.0,17.0,37.0,108.0,2366.1,1288.8,7103.96,240.28,1719.98,576.13,2181.44,10758.86,108.0,4477.55,54.05,711.51,1988.67,815.65,500.25,100621.0,1999.94,1060.47,5477.41,3506.68,648.7,124483.0,14.64,27.09,149.62,31.89,72.0,252.0,644.56,44.29,90.59,188.59,163.05,540.57,199.32,209.56,486.61,51.27,372.9,0.1,0.49,89.0,0.0,0.0,113.3,86.13,0.0,16.0,3919.61,92.93,0.0,0.0,1506.45,12.96,27.0,866.0,46.75,2354.07,48.0,0.0,91.19,800.1,0.0,8.77,20.33,2563.63,3249.56,4217.95
Bhadradri Kothagudem,March 2024,67.0,110.0,0.0,177.0,1997.37,6836.14,236.5,113.07,1201.01,6818.57,1.67,9070.01,177.0,8021.25,10.43,1663.0,880.24,692.74,2983.4,133518.0,1452.3,7268.77,4793.79,2388.12,3239.9,296241.0,15.17,145.5,395.21,19.2,255.0,246.0,208.71,7.53,12.55,19.98,23.22,73.71,132.67,736.99,728.9,3.37,195.1,0.11,0.41,165.0,1.13,4.81,112.43,123.22,0.0,11.0,3054.35,55.28,0.0,0.0,660.47,9.85,4.86,1351.0,18.06,2710.98,202.8,0.0,536.22,426.55,0.0,23.51,26.69,3447.97,4309.54,5525.31
