district,period,aadhaar_authentication__aadhaar_seeded_casa,aadhaar_authentication__authenticated_casa,aadhaar_authentication__mobile_seeded_sb,aadhaar_authentication__operative_casa,aadhaar_authentication__operative_sb,aadhaar_authentication__pct_aadhaar_seeding,aadhaar_authentication__pct_authentication,aadhaar_authentication__pct_mobile_seeding,atm__atm_new_fy,atm__atm_rural,atm__atm_semi_urban,atm__atm_total,atm__atm_urban,banking_parameter__agri_adv_ac,banking_parameter__agri_adv_amt,banking_parameter__dri_ac,banking_parameter__dri_amt,banking_parameter__minority_ac,banking_parameter__minority_amt,banking_parameter__msme_ac,banking_parameter__msme_amt,banking_parameter__nri_deposit,banking_parameter__other_ps_ac,banking_parameter__other_ps_amt,banking_parameter__pct_agri_adv,banking_parameter__pct_psa,banking_parameter__sc_ac,banking_parameter__sc_amt,banking_parameter__shg_ac,banking_parameter__shg_amt,banking_parameter__small_marginal_farmers_ac,banking_parameter__small_marginal_farmers_amt,banking_parameter__st_ac,banking_parameter__st_amt,banking_parameter__total_advances,banking_parameter__total_priority_ac,banking_parameter__total_priority_amt,banking_parameter__women_ac,banking_parameter__women_amt,branch_network__branch_new_fy,branch_network__branch_rural,branch_network__branch_semi_urban,branch_network__branch_urban,branch_network__total_branch,credit_deposit_ratio__overall_cd_ratio,credit_deposit_ratio__total_advances,credit_deposit_ratio__total_branch,credit_deposit_ratio__total_deposit,kcc__kcc_activated,kcc__kcc_ah_os_ac,kcc__kcc_ah_os_amt,kcc__kcc_fish_os_ac,kcc__kcc_fish_os_amt,kcc__kcc_issued_qtr_ac,kcc__kcc_issued_qtr_amt,kcc__kcc_os_amt,kcc__kcc_rupay,kcc__total_kcc_ac,kcc__total_kcc_amt,pmegp__pmegp_forwarded_mm,pmegp__pmegp_forwarded_no,pmegp__pmegp_pending_mm,pmegp__pmegp_pending_no,pmegp__pmegp_rejected_mm,pmegp__pmegp_rejected_no,pmegp__pmegp_sanctioned_mm,pmegp__pmegp_sanctioned_no,pmegp__pmegp_target_mm,pmegp__pmegp_target_no,pmjdy__pmjdy_aadhaar_seeded,pmjdy__pmjdy_amount,pmjdy__pmjdy_pct_aadhaar,pmjdy__pmjdy_pct_rupay,pmjdy__pmjdy_pct_zero_balance,pmjdy__pmjdy_rupay_issued,pmjdy__pmjdy_rural,pmjdy__pmjdy_urban,pmjdy__pmjdy_zero_balance,pmjdy__total_pmjdy_ac,pmmy__pmmy_kishore_ac,pmmy__pmmy_kishore_amt,pmmy__pmmy_shishu_ac,pmmy__pmmy_shishu_amt,pmmy__pmmy_target,pmmy__pmmy_tarun_ac,pmmy__pmmy_tarun_amt,pmmy__pmmy_tarun_plus_ac,pmmy__pmmy_tarun_plus_amt,pmmy__pmmy_total_ac,pmmy__pmmy_total_amt,rseti__rseti_beneficiaries_qtr,rseti__rseti_cumulative_beneficiaries,rseti__rseti_cumulative_programs,rseti__rseti_programs_qtr,rseti__rseti_settled_bank,rseti__rseti_settled_own,rseti__rseti_settled_total,rseti__rseti_settled_wage,rseti__rseti_settlement_pct,rseti__rseti_target_candidates,rseti__rseti_target_programs,sacp__sacp_agri_infra_disb_ac,sacp__sacp_agri_infra_disb_amt,sacp__sacp_agri_infra_os_ac,sacp__sacp_agri_infra_os_amt,sacp__sacp_agri_infra_pct_ach_ac,sacp__sacp_agri_infra_pct_ach_amt,sacp__sacp_agri_infra_target_ac,sacp__sacp_agri_infra_target_amt,sacp__sacp_crop_loan_disb_ac,sacp__sacp_crop_loan_disb_amt,sacp__sacp_crop_loan_os_ac,sacp__sacp_crop_loan_os_amt,sacp__sacp_crop_loan_pct_ach_ac,sacp__sacp_crop_loan_pct_ach_amt,sacp__sacp_crop_loan_target_ac,sacp__sacp_crop_loan_target_amt,sacp__sacp_education_disb_ac,sacp__sacp_education_disb_amt,sacp__sacp_education_os_ac,sacp__sacp_education_os_amt,sacp__sacp_education_pct_ach_ac,sacp__sacp_education_pct_ach_amt,sacp__sacp_education_target_ac,sacp__sacp_education_target_amt,sacp__sacp_housing_disb_ac,sacp__sacp_housing_disb_amt,sacp__sacp_housing_os_ac,sacp__sacp_housing_os_amt,sacp__sacp_housing_pct_ach_ac,sacp__sacp_housing_pct_ach_amt,sacp__sacp_housing_target_ac,sacp__sacp_housing_target_amt,sacp__sacp_other_ps_disb_ac,sacp__sacp_other_ps_disb_amt,sacp__sacp_other_ps_os_ac,sacp__sacp_other_ps_os_amt,sacp__sacp_other_ps_pct_ach_ac,sacp__sacp_other_ps_pct_ach_amt,sacp__sacp_other_ps_target_ac,sacp__sacp_other_ps_target_amt,sacp__sacp_term_loan_disb_ac,sacp__sacp_term_loan_disb_amt,sacp__sacp_term_loan_os_ac,sacp__sacp_term_loan_os_amt,sacp__sacp_term_loan_pct_ach_ac,sacp__sacp_term_loan_pct_ach_amt,sacp__sacp_term_loan_target_ac,sacp__sacp_term_loan_target_amt,sacp__sacp_total_agri_disb_ac,sacp__sacp_total_agri_disb_amt,sacp__sacp_total_agri_os_ac,sacp__sacp_total_agri_os_amt,sacp__sacp_total_agri_pct_ach_ac,sacp__sacp_total_agri_pct_ach_amt,sacp__sacp_total_agri_target_ac,sacp__sacp_total_agri_target_amt,sacp__sacp_total_msme_disb_ac,sacp__sacp_total_msme_disb_amt,sacp__sacp_total_msme_os_ac,sacp__sacp_total_msme_os_amt,sacp__sacp_total_msme_pct_ach_ac,sacp__sacp_total_msme_pct_ach_amt,sacp__sacp_total_msme_target_ac,sacp__sacp_total_msme_target_amt,sacp__sacp_total_ps_disb_ac,sacp__sacp_total_ps_disb_amt,sacp__sacp_total_ps_os_ac,sacp__sacp_total_ps_os_amt,sacp__sacp_total_ps_pct_ach_ac,sacp__sacp_total_ps_pct_ach_amt,sacp__sacp_total_ps_target_ac,sacp__sacp_total_ps_target_amt,sarfaesi__sarfaesi_col2,sarfaesi__sarfaesi_col3,sarfaesi__sarfaesi_col4,sarfaesi__sarfaesi_col5,sarfaesi__sarfaesi_col6,sarfaesi__sarfaesi_col7,social_security_schemes__pmjjby_achievement,social_security_schemes__pmjjby_enrolment,social_security_schemes__pmjjby_pct,social_security_schemes__pmjjby_target,social_security_schemes__pmsby_achievement,social_security_schemes__pmsby_enrolment,social_security_schemes__pmsby_pct,social_security_schemes__pmsby_target
Dang,June 2023,,,,,,,,,,4,10,14,0,3673,3629,94,6,745,587,780,1912,184,605,910,27.06,48.1,87,145,207,218,2703,2785,3048,5434,13412,5058,6451,1091,317,,10,10,0,20,18.99,17081.65,20,89944.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,26,104,192,5.88,3.71,340,700,186,190,1839,1589,24.8,19,750,1000,1,15,16,70,5,20,20,75,0,0,79,525,0,0,12,175,414,142,510,315,306.67,17.75,135,800,153,244,1730,1848,30,23.24,510,1050,359,460,3673,3629,22.44,16.73,1600,2750,51,212,780,1912,14.57,17.67,350,1200,825,829,5058,6451,38.97,16.58,2117,5000,,,,,,,,,,,,,,
Devbhumi Dwarka,June 2023,,,,,,,,,,7,62,70,1,94244,201796,29,2,2353,4170,6143,41539,16286,14935,28565,58.77,79.19,1343,2572,2879,871,54270,89866,393,1050,343364,115322,271900,6830,2098,,35,65,0,100,54.34,341196.85,100,627873.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136,1216,967,2974,29.0,79.84,469,1523,63420,146249,82003,181572,71.24,77.23,89025,189380,39,70,359,1060,33.33,36.46,117,192,112,988,2695,23285,23.88,20.14,469,4905,1845,862,11881,4220,129.47,22.16,1425,3890,5987,9468,11274,17250,50.81,65.17,11784,14528,69543,156934,94244,201796,68.67,76.39,101278,205431,1234,19339,6143,41539,24.71,49.03,4993,39440,72773,178192,115322,271900,67.21,70.19,108282,253858,,,,,,,,,,,,,,
Gandhinagar,June 2023,,,,,,,,,,63,81,407,263,132040,265893,423,939,2996,8526,20600,376935,208498,42434,301884,9.04,32.11,4946,18235,1484,1208,81257,149315,1362,4318,2942313,195074,944713,35512,11929,,146,70,148,364,45.6,2538294.03,364,5565911.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7121,33666,9054,62220,81.84,76.05,8701,44266,26624,70061,50651,138451,60.72,49.64,43845,141134,144,468,2713,8053,18,21.27,800,2200,938,6924,27382,285874,22.44,13.85,4180,50000,1514,1270,12339,7957,18.88,30.02,8020,4230,9917,15608,72335,65223,32.28,33.49,30724,46600,43662,119335,132040,265893,52.43,51.44,83270,232000,4112,179147,20600,376935,54.39,71.86,7560,249300,50370,307143,195074,944713,48.51,57.12,103830,537730,,,,,,,,,,,,,,
Gir Somnath,June 2023,,,,,,,,,,30,52,131,49,79997,227157,81,7,1952,9131,7805,59017,15616,21605,53849,59.07,88.42,2105,4339,381,255,47390,98291,295,932,384561,109407,340023,2606,1122,,65,38,36,139,57.86,443276.82,139,766110.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290,23733,1182,33203,9.75,152.08,2974,15606,43929,104933,65364,163680,49.85,50.45,88117,207978,48,71,530,1928,5.72,2.16,839,3291,211,1612,4549,35955,13.53,8.72,1560,18477,7794,9290,16526,15966,61.44,37.55,12686,24740,4649,12623,13451,30273,21.58,14.2,21548,88880,48868,141288,79997,227157,43.38,45.22,112639,312464,1705,24871,7805,59017,15.3,47.92,11147,51896,58626,177133,109407,340023,42.22,43.11,138871,410868,,,,,,,,,,,,,,
Jamnagar,June 2023,,,,,,,,,,41,38,273,194,148372,376240,58,4,7032,15597,23626,424134,179862,51238,203430,28.05,74.83,3059,7004,1472,521,90596,171073,773,2242,1341429,223236,1003804,17163,6185,,104,43,102,249,63.43,1550460.74,249,2444379.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,13446,1755,26196,13.84,79.09,2652,17000,99890,251991,129377,311440,61.85,81.29,161504,310003,58,132,988,3716,2.89,13.2,2009,1000,2973,7771,27325,190744,32.38,21.11,9183,36808,2630,1754,22925,8970,47.1,12.95,5584,13541,9757,25092,17240,38604,84.73,62.73,11515,40000,110014,290529,148372,376240,62.63,79.16,175671,367003,5932,258499,23626,424134,27.07,77.94,21912,331647,121607,558685,223236,1003804,56.73,74.49,214359,750000,,,,,,,,,,,,,,
Junagadh,June 2023,,,,,,,,,,34,74,206,98,159155,488595,83,19,4643,9031,15720,138099,39533,32082,146409,56.04,88.67,3305,8546,712,558,97932,213373,1618,4939,871848,206957,773102,9033,2671,,89,73,70,232,57.97,1018919.71,232,1757714.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,893,63911,2815,98684,49.45,68.99,1806,92641,102624,289946,133652,346742,60.86,59.27,168613,489229,91,136,1162,4265,19.44,10.21,468,1332,622,5357,16252,124760,26.87,21.55,2315,24856,6717,10719,14668,17384,43.74,59.08,15358,18143,9662,22385,22688,43170,57.12,38.05,16915,58832,113179,376242,159155,488595,60.42,58.72,187334,640702,3001,67582,15720,138099,47.32,67.04,6342,100802,123610,460036,206957,773102,58.36,58.54,211817,785836,,,,,,,,,,,,,,
Kachchh,June 2023,,,,,,,,,,70,169,468,229,134993,443852,166,70,16176,39901,52975,858830,1407793,65036,270455,21.58,76.5,8439,17722,1315,1509,85719,204544,1621,3982,2056498,253004,1573137,31633,9787,,145,134,129,408,47.32,2422130.65,408,5118092.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,527,21371,2164,60805,31.54,69.05,1671,30948,39483,119526,94700,302007,36.04,41.96,109564,284838,90,208,955,4127,14.08,8.12,639,2560,2067,7761,33162,258996,34.42,13.54,6005,57334,4682,2109,30919,7331,31.08,14.14,15065,14917,10621,22959,38129,81041,49.98,33.76,21250,68000,50631,163856,134993,443852,38.22,42.69,132485,383786,8186,338880,52975,858830,27.46,71.16,29814,476227,65656,512814,253004,1573137,35.68,54.86,184008,934824,,,,,,,,,,,,,,
Kheda,June 2023,,,,,,,,,,66,94,254,94,194043,310276,376,163,21161,22130,23590,154635,254249,37428,156867,39.97,80.1,8275,11985,1477,1284,130555,182646,9640,7735,776285,255061,621778,40463,11939,,129,95,59,283,45.71,897008.95,283,1962486.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340,15774,2007,36443,2.97,47.68,11449,33084,18776,63378,73332,185316,24.57,35.47,76419,178688,62,406,895,4766,1.48,3.29,4203,12342,584,3184,10897,86480,7.82,8.29,7466,38414,2681,12972,25636,65622,84.87,271.95,3159,4770,16565,19387,118704,88518,29.0,21.06,57122,92055,35681,98539,194043,310276,24.61,32.43,144990,303827,4426,64998,23590,154635,12.75,68.34,34706,95111,43434,180100,255061,621778,22.33,39.63,194524,454464,,,,,,,,,,,,,,
Mahesana,June 2023,,,,,,,,,,51,212,378,115,298126,729334,217,192,7326,14483,24316,428659,39810,46748,207073,41.04,76.81,11796,19835,4684,2513,184740,318468,5911,3816,1777173,369190,1365066,40531,14391,,188,142,65,395,88.34,2032287,395,2300475.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100,146389,4606,240173,12.22,140.76,9000,104000,85910,200884,173277,357619,52.07,56.75,165000,354000,208,424,1334,3984,41.6,32.62,500,1300,816,6662,22769,189868,20.4,15.86,4000,42000,2485,4058,22645,13221,71,21.7,3500,18700,17735,28988,120243,131542,70.94,28.99,25000,100000,104745,376262,298126,729334,52.64,67.43,199000,558000,5227,241711,24316,428659,11.62,80.57,45000,300000,113481,629116,369190,1365066,45.03,68.38,252000,920000,,,,,,,,,,,,,,
Mahisagar,June 2023,,,,,,,,,,31,47,78,0,130163,113806,17,13,1749,2667,4860,19906,30873,15141,20579,60.4,81.88,3882,5324,1030,848,79120,87648,17056,18959,188430,150164,154290,16817,4949,,64,46,0,110,48.58,234475.83,110,482688.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,697,420,2451,5.87,33.93,852,2054,26006,28492,54365,74635,46.59,42.07,55816,67723,13,50,186,760,1.91,2.51,681,1993,78,588,1776,14407,9.73,12.07,802,4872,1579,1482,13179,5412,117.57,46.99,1343,3154,12978,8826,75378,36720,46.5,30.64,27907,28804,39034,38016,130163,113806,46.15,38.56,84575,98581,819,5987,4860,19906,54.67,63.7,1498,9399,41523,46123,150164,154290,46.71,39.09,88899,117999,,,,,,,,,,,,,,
Morbi,June 2023,,,,,,,,,,28,50,151,73,123471,338546,10,2,4030,12529,16792,1350145,22620,19988,97379,15.72,82.91,1813,3035,252,296,68440,120296,381,582,2154285,160251,1786070,10505,3154,,79,41,62,182,175.23,2368777.76,182,1351845.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,648,23688,6660,84045,20.11,83.05,3223,28522,81815,175511,95610,205358,51.93,576.03,157560,30469,20,46,257,1153,1.45,22.22,1383,207,473,3239,10293,80844,18.03,134.45,2623,2409,959,2770,9438,15383,27.96,72.61,3430,3815,3793,11127,21201,49143,33.66,42.0,11270,26496,86256,210326,123471,338546,50.13,246.03,172053,85487,4923,591241,16792,1350145,45.47,47.64,10828,1241160,92631,807622,160251,1786070,48.67,60.58,190317,1333079,,,,,,,,,,,,,,
Narmada,June 2023,,,,,,,,,,32,32,65,1,54761,73793,66,23,2268,4324,3908,13728,1972,14062,15717,59.7,83.52,3030,3687,1010,1042,33443,43006,24774,27486,123605,72731,103238,13513,5487,,38,29,1,68,56.34,152251.69,68,270233.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273,731,1401,2922,1.07,6.43,25575,11369,8114,15972,27187,48989,12.93,26.75,62743,59714,5,37,68,300,19.23,7.91,26,468,614,956,2050,12512,451.47,45.05,136,2122,1671,668,11944,2905,48.07,14.37,3476,4647,4935,5019,26173,21882,29.39,25.84,16790,19423,13322,21722,54761,73793,12.67,24.0,105108,90506,572,3325,3908,13728,145.92,21.41,392,15528,16184,26709,72731,103238,14.83,23.58,109138,113269,,,,,,,,,,,,,,
Navsari,June 2023,,,,,,,,,,106,71,289,112,94109,154758,129,128,5682,16954,18469,165310,546044,47171,163168,20.39,63.67,3596,8449,3939,6612,70429,103894,30772,44279,758992,159749,483237,24833,9150,,146,54,73,273,33.34,893735.94,273,2680666.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297,7217,1348,21887,4.48,50.73,6629,14225,8605,17266,41590,68822,35.35,23.15,24341,74589,97,465,1112,6201,11.56,7.76,839,5990,920,6042,18208,147188,9.55,13.15,9635,45941,3137,4920,27851,9779,3.18,22.93,98673,21453,9371,15694,51171,64049,35.82,29.7,26162,52844,18273,40177,94109,154758,31.98,28.36,57132,141658,2903,57676,18469,165310,22.26,79.08,13044,72932,25330,109281,159749,483237,14.13,37.95,179323,287974,,,,,,,,,,,,,,
Panch Mahals,June 2023,,,,,,,,,,39,61,164,64,173007,138481,120,75,5522,7115,11874,100672,19925,35339,87884,30.77,72.67,8211,8901,1760,1648,102350,97431,14354,12553,450040,220220,327037,57110,17784,,96,52,38,186,65.68,568756.94,186,866002.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146,1444,1032,8215,0.79,5.15,18432,28024,21877,21434,53068,67727,42.15,33.74,51900,63525,32,132,419,1761,6.31,7.0,507,1887,372,2316,8838,75737,47.75,10.74,779,21560,3298,1929,26082,10385,10.31,12.72,31983,15170,26856,16018,118907,62539,100.76,65.09,26653,24608,48879,38897,173007,138481,50.4,33.49,96985,116157,1735,34538,11874,100672,17.28,116.03,10043,29766,54316,77812,220220,327037,38.72,42.17,140297,184539,,,,,,,,,,,,,,
Patan,June 2023,,,,,,,,,,22,49,138,67,149901,343046,30,13,2539,7088,8058,51097,14310,17495,68289,67.75,91.32,3993,9013,3133,1231,87430,169865,682,948,506370,175454,462432,11633,3486,,69,54,35,158,80.57,609633.3,158,756627.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272,13154,1038,29103,105.43,56.36,258,23338,70510,151191,117199,267899,45.4,63.32,155311,238786,22,123,290,1205,7.56,10.98,291,1120,593,1908,8231,63051,42.36,15.78,1400,12095,1297,858,8974,4034,69.99,19.41,1853,4420,8438,14427,31664,46045,45.18,39.73,18678,36309,79220,178772,149901,343046,45.46,59.9,174247,298433,1544,25375,8058,51097,25.42,63.24,6074,40128,82676,207036,175454,462432,44.97,58.12,183865,356196,,,,,,,,,,,,,,
Porbandar,June 2023,,,,,,,,,,6,12,71,53,53180,147316,21,2,451,1554,6675,60904,212693,8322,61264,46.14,84.41,2216,4719,203,119,33461,63402,890,2225,319251,68177,269484,1844,821,,28,15,46,89,34.67,373534.02,89,1077484.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205,12066,1131,23523,0,0,0,0,34118,92857,44491,105226,45.8,62.61,74487,148314,35,77,346,1506,24.82,9.1,141,846,327,1974,6911,50503,77.49,17.5,422,11280,772,1508,1065,9256,34.79,40.86,2219,3691,2913,7841,7558,18567,15.25,19.9,19107,39400,37236,112765,53180,147316,39.78,60.07,93594,187714,1369,23599,6675,60904,16.19,36.6,8454,64485,39739,139922,68177,269484,37.91,52.21,104830,268016,,,,,,,,,,,,,,
Rajkot,June 2023,,,,,,,,,,76,105,719,538,328029,989902,180,34,17201,25711,78533,2210877,695637,242013,895753,17.74,73.4,32298,28393,1173,915,214162,369003,7184,6651,5581288,648575,4096532,39431,11565,,242,88,340,670,89.03,6391768.62,670,7179458.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2416,205855,17606,356580,24.16,58.82,10000,350000,201202,416625,232822,480531,76.08,59.51,264462,700056,231,525,2596,12781,23.1,10.5,1000,5000,68681,65648,199415,842209,98.12,29.65,70000,221382,4972,11823,40002,40764,24.47,18.24,20318,64805,13209,32302,77601,152791,23.75,25.54,55622,126500,216827,654782,328029,989902,65.69,55.65,330084,1176556,20555,1085761,78533,2210877,33.98,92.91,60500,1168584,311266,1818538,648575,4096532,64.59,68.98,481902,2636327,,,,,,,,,,,,,,
Sabar Kantha,June 2023,,,,,,,,,,38,182,222,2,239700,484325,144,114,6738,22796,12312,210732,19877,21919,103008,51.32,84.57,9062,15255,2266,3235,122048,267339,9258,9108,943672,273931,798066,39733,9997,,170,110,5,285,92.99,1078440.33,285,1159744.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,802,32372,1997,68679,9.19,42.07,8727,76956,71024,165701,108394,275569,37.13,41.5,191305,399295,51,238,504,2294,10.49,27.58,486,863,620,2973,10726,94243,32.44,10.81,1911,27502,1626,2490,10689,6471,105.52,31.66,1541,7864,22972,29103,129309,140077,46.52,37.27,49377,78080,94798,227175,239700,484325,38.01,40.98,249409,554331,2598,111153,12312,210732,13.79,60.42,18833,183965,99693,344029,273931,798066,36.63,44.42,272180,774526,,,,,,,,,,,,,,
Surat,June 2023,,,,,,,,,,149,213,1757,1395,150202,608112,428,77,24204,80690,141485,4577417,619540,289790,1902626,5.78,67.38,14201,21054,2130,3505,106909,226375,32861,42147,10519157,581477,7088155,71632,22787,,175,155,616,946,111.43,12226150.39,946,10971961.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1384,45585,5442,130055,9.8,61.99,14121,73541,20135,63126,65459,232223,23.66,16.86,85110,374318,396,2286,5049,28819,4.16,6.36,9525,35928,13662,76135,183195,1823134,61.75,25.42,22125,299464,11827,17170,101546,50673,52.79,15.5,22402,110781,16684,84997,79301,245833,21.11,62.62,79020,135734,38203,193708,150202,608112,21.43,33.19,178251,583593,38022,2047250,141485,4577417,36.26,106.64,104868,1919840,102110,2336548,581477,7088155,30.28,79.22,337171,2949606,,,,,,,,,,,,,,
Surendranagar,June 2023,,,,,,,,,,10,78,157,69,172280,429059,81,7,4275,12478,12159,221907,12826,24640,66581,58.44,97.73,5375,12449,781,605,93600,166373,847,1818,734244,209079,717546,15589,5102,,78,71,47,196,82.73,939603.91,196,1135794.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,13250,1582,32230,11.63,31.1,3088,42606,80200,200609,131812,329562,60.7,59.66,132117,336247,26,92,400,1603,5.99,5.67,434,1622,281,1847,8183,59899,19.46,12.15,1444,15199,1576,1088,16057,5078,61.16,37.35,2577,2913,8458,14683,38886,67267,27.79,26.24,30437,55962,89017,228542,172280,429059,53.74,52.56,165642,434815,2473,63594,12159,221907,12.58,51.74,19654,122901,93373,295164,209079,717546,49.21,51.11,189751,577451,,,,,,,,,,,,,,
Tapi,June 2023,,,,,,,,,,37,78,115,0,42338,87338,102,93,1455,4850,4138,20613,8376,12339,41331,44.68,76.38,1685,2305,2900,4646,32507,33220,28099,32451,195453,58815,149282,9340,2750,,44,43,0,87,50.33,236261.8,87,469408.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127,3412,941,10088,2.31,13.86,5492,24619,3239,6966,15189,43262,6.07,5.89,53373,118186,24,135,272,1619,3.7,6.48,649,2084,195,1105,4266,37674,38.69,26.74,504,4132,1091,562,7801,2038,12.3,8.13,8872,6915,4077,6852,26208,33988,10.58,14.16,38553,48373,7443,17230,42338,87338,7.64,9.01,97418,191177,767,7322,4138,20613,136.48,19.26,562,38020,9520,26354,58815,149282,8.81,10.88,108005,242328,,,,,,,,,,,,,,
Vadodara,June 2023,,,,,,,,,,146,76,1217,995,201503,438294,768,130,24152,63628,76808,1813594,1324677,193585,1086916,6.13,46.71,20815,47049,1418,1980,114571,202774,19553,29026,7148199,471896,3338804,65148,23515,,187,64,510,761,60.77,8248459.8,761,13573095.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1398,32829,7021,105540,24.14,49.39,5792,66470,28269,80024,72981,190822,45.6,51.63,61994,155000,395,2257,5179,35298,22.02,19.63,1794,11500,7113,31539,103401,1013512,59.21,13.71,12014,230000,8775,11758,85005,38106,105.09,27.28,8350,43100,21979,39827,121501,141934,77.53,61.34,28349,64930,51646,152678,201503,438294,53.72,53.31,96135,286400,15651,766894,76808,1813594,22.69,69.47,68986,1104000,83580,965126,471896,3338804,44.63,57.62,187279,1675000,,,,,,,,,,,,,,
Valsad,June 2023,,,,,,,,,,72,166,440,202,63513,116634,135,34,8213,47647,30349,636433,114134,70309,268574,7.87,68.97,4300,6858,2605,3356,43607,57884,34111,42266,1481383,164171,1021640,25464,12056,,92,68,110,270,71.24,1799941.21,270,2526532.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,660,8260,2508,23736,12.64,41.41,5220,19945,3290,8279,21077,35879,13.41,26.87,24535,30809,88,345,1141,5517,12.01,7.28,733,4736,1956,9499,34240,237252,35.85,16.68,5456,56957,3993,8025,34928,25809,82.83,108.1,4821,7424,7642,13262,39928,57017,46.69,39.04,16367,33973,11592,29802,63513,116639,25.13,35.17,46122,84727,6033,328128,30349,636432,53.22,57.24,11336,573241,23662,375793,164171,1021643,34.56,51.68,68468,727090,,,,,,,,,,,,,,
Ahmadabad,September 2023,,,,,,,,,,92,168,2407,2147,302616,1324038,806,285,47223,106465,257183,6621412,1969335,367314,2739984,4.6,37.11,47484,89815,1600,7130,185955,364963,12068,14749,28792295,927113,10685434,168550,61815,,168,151,1278,1597,96.49,32211866.15,1597,33383350.97,,,,,,,,,,,,12036.28,931,3792.11,289,681.33,67,8896.58,675,2784.1,960,,,,,,,,,,,,,,,,,,,,,,531,10448,372,17,3282,4336,8234,616,78.81,875,28,45348,506218,49105,737064,115.05,129.63,39415,390505,115589,286026,126297,337327,96.22,94.99,120125,301125,1163,5484,8657,55747,10.11,10.83,11508,50648,40362,206022,227975,2501615,48.28,46.02,83607,447660,33157,74849,130682,182622,126.9,71.99,26129,103978,57255,610876,127214,249647,146.71,348.57,39027,175250,218192,1403120,302616,1324038,109.88,161.86,198567,866880,92667,4569350,257183,6621412,59.0,101.58,157060,4498484,385541,6258825,927113,10685434,80.85,104.88,476871,5967650,82,3691.8,69,3350.09,62,3228.67,547778,,0.59,874503,1397712,,0.57,2297071
Amreli,September 2023,,,,,,,,,,34,80,160,46,155525,557707,553,596,4007,11507,10136,99000,11621,18296,64578,75.04,97.05,4068,7381,551,345,79008,157766,390,815,743239,183957,721285,12147,4083,,137,76,39,252,77.83,880972.63,252,1131980.08,,,,,,,,,,,,268.3,40,116.74,15,56.6,11,123.12,19,464.02,160,,,,,,,,,,,,,,,,,,,,,,453,7664,274,16,3352,2147,5499,0,71.75,750,25,520,41699,1498,63094,2.01,57.61,25876,72377,97291,354244,121825,399450,42.71,85.84,227798,412674,75,113,541,2015,12.65,7.01,593,1612,456,4358,6815,57064,10.07,20.61,4527,21141,3205,3197,10940,5499,21.51,11.81,14897,27060,15293,40525,32202,95164,134.23,128.63,11393,31504,113104,436468,155525,557707,42.67,84.5,265067,516556,3679,72455,10136,99000,27.06,87.51,13595,82800,120519,516591,183957,721285,40.35,79.58,298679,649169,3,56.32,2,44.9,1,18.87,86113,,0.51,153393,265353,,0.52,475939
